process,metric,root,species,hash,status,metric_value,runtime_minutes,predicted_runtime_minutes,log10_residual,workdir
FUNANNOTATE_PREDICT,repeat_masked_pct,do_annotation,Neurospora_discreta_P3-C1-5,c8/78ebf5,COMPLETED,26.29,0.24666666666666667,142.19700245350674,-2.76077997644838,
FUNANNOTATE_PREDICT,num_scaffolds,do_annotation,Neurospora_discreta_P3-C1-5,c8/78ebf5,COMPLETED,433.0,0.24666666666666667,135.05177232794316,-2.7383898229360377,
FUNANNOTATE_PREDICT,repeat_masked_pct,do_annotation_asco,Mycothermus_thermophilus_UFV,c4/3e5dd7,COMPLETED,11.75,0.325,116.84051473149331,-2.5557101005762735,
FUNANNOTATE_PREDICT,genome_size_bp,do_annotation_asco,Mycothermus_thermophilus_UFV,c4/3e5dd7,COMPLETED,28753852.0,0.325,111.86500397137094,-2.5368108814096297,
FUNANNOTATE_PREDICT,repeat_masked_pct,do_annotation,Neurospora_discreta_FGSC_26655,58/495dac,COMPLETED,29.51,0.515,148.5183596921639,-2.459972914983333,
FUNANNOTATE_PREDICT,num_scaffolds,do_annotation_asco,Mycothermus_thermophilus_UFV,c4/3e5dd7,COMPLETED,33.0,0.325,93.05538800031331,-2.456858163302094,
FUNANNOTATE_PREDICT,num_scaffolds,do_annotation,Neurospora_discreta_FGSC_26655,58/495dac,COMPLETED,485.0,0.515,137.286169361927,-2.4258195582148905,
FUNANNOTATE_PREDICT,genome_size_bp,do_annotation,Neurospora_discreta_P3-C1-5,c8/78ebf5,COMPLETED,1449155.0,0.24666666666666667,32.708965764489704,-2.122556347231181,
FUNANNOTATE_TRAIN,genome_size_bp,do_annotation_asco,Austropuccinia_psidii_MF-1,f8/2a9388,COMPLETED,564633442.0,0.2733333333333333,30.834107511471597,-2.0523387846928034,
FUNANNOTATE_TRAIN,genome_size_bp,do_annotation_asco,Austropuccinia_psidii_MF-1,ed/c9866f,COMPLETED,564633442.0,0.27666666666666667,30.834107511471597,-2.047074544700446,
FUNANNOTATE_TRAIN,genome_size_bp,do_annotation_asco,Phakopsora_pachyrhizi_FL_Quincy_15,61/f46ab2,COMPLETED,1273959149.0,0.3433333333333334,37.7408092314157,-2.0410952380047855,
FUNANNOTATE_TRAIN,repeat_masked_pct,do_annotation,Psilocybe_mexicana_Georgia-2-SW,56/4e610d,COMPLETED,6.98,1597.9666666666667,14.625698525403857,2.0384510985432214,
FUNANNOTATE_TRAIN,genome_size_bp,do_annotation_asco,Austropuccinia_psidii_Au3-C622-A115012,4b/b05de8,COMPLETED,1073584748.0,0.33166666666666667,36.17018603365401,-2.037648916442541,
FUNANNOTATE_TRAIN,genome_size_bp,do_annotation_asco,Austropuccinia_psidii_MF-1,da/3b8f7f,COMPLETED,564633442.0,0.28500000000000003,30.834107511471597,-2.0341865223483473,
FUNANNOTATE_TRAIN,gene_count,do_annotation,Russula_vinacea_BPL710,3d/1126d6,COMPLETED,9612.0,1298.4833333333333,12.076701411498902,2.031488050831946,
FUNANNOTATE_TRAIN,num_scaffolds,do_annotation_asco,Colletotrichum_siamense_COLG-44,07/dcf2ab,COMPLETED,4333.0,0.175,18.414429394530444,-2.0221202172879025,
FUNANNOTATE_TRAIN,num_scaffolds,do_annotation_asco,Sphaerulina_musiva_MO-114,a6/a97c22,COMPLETED,18.0,1316.2833333333333,12.673652090442461,2.016447601372657,
FUNANNOTATE_TRAIN,num_scaffolds,do_annotation_asco,Sphaerulina_musiva_BC-126,01/2f7a2c,COMPLETED,28.0,1355.95,13.06096443953799,2.0162684284038153,
FUNANNOTATE_TRAIN,num_scaffolds,do_annotation_asco,Sphaerulina_musiva_SO2202,fe/857595,COMPLETED,72.0,1437.0,13.929036795729948,2.013535682490053,
FUNANNOTATE_TRAIN,num_scaffolds,do_annotation_asco,Sphaerulina_musiva_3300051444_104,e9/7a9792,COMPLETED,8080.0,0.18666666666666665,19.213045842222378,-2.0125294466934953,
FUNANNOTATE_TRAIN,gene_count,do_annotation,Sporisorium_graminicola_CBS_10092,77/982b3a,COMPLETED,6448.0,1071.5,10.683530665034462,2.001277374469435,
FUNANNOTATE_TRAIN,repeat_masked_pct,do_annotation,Cortinarius_flexipes,1d/c275a5,COMPLETED,28.89,1627.25,16.793912471893744,1.9863023948553984,
FUNANNOTATE_TRAIN,gene_count,do_annotation,Lactarius_akahatsu_QP,a1/88ad21,COMPLETED,13383.0,1291.5666666666666,13.36838866086978,1.9850377646546888,
FUNANNOTATE_TRAIN,repeat_masked_pct,do_annotation_asco,Sphaerulina_musiva_SO2202,fe/857595,COMPLETED,13.18,1437.0,15.209157099213384,1.9753516222800482,
FUNANNOTATE_TRAIN,repeat_masked_pct,do_annotation_asco,Neurospora_crassa_TR1,e5/767c89,COMPLETED,16.1,0.16666666666666666,15.491953859230298,-1.9682574452099846,
FUNANNOTATE_TRAIN,repeat_masked_pct,do_annotation_asco,Neurospora_crassa_OR74A,06/85c23f,COMPLETED,15.44,0.16833333333333333,15.427577563723085,-1.9621276151528118,
FUNANNOTATE_TRAIN,gene_count,do_annotation,Tilletia_caries_AI,1a/823845,COMPLETED,8553.0,986.6833333333333,11.651556433512845,1.927793849345241,
FUNANNOTATE_TRAIN,gene_count,do_annotation_asco,Macrophomina_phaseolina_BRIP_52124_a,1c/32043f,COMPLETED,11707.0,0.16666666666666666,12.83036119109422,-1.8863901328763555,
FUNANNOTATE_PREDICT,genome_size_bp,do_annotation,Neurospora_discreta_FGSC_26655,58/495dac,COMPLETED,1681948.0,0.515,34.77711523865369,-1.8294863253968012,
FUNANNOTATE_PREDICT,gene_count,do_annotation_asco,Rhizoctonia_solani_AG1-IA_HG81,1c/560796,COMPLETED,11396.0,5.25,163.82809447836988,-1.494229076501255,
FUNANNOTATE_PREDICT,gene_count,do_annotation_asco,Mycena_sanguinolenta_160909Yilan,72/ce998e,COMPLETED,35490.0,12.466666666666667,308.98452963707103,-1.3941863880558376,
FUNANNOTATE_PREDICT,genome_size_bp,do_annotation_asco,Rhizoctonia_solani_AG1-IA_HG81,1c/560796,COMPLETED,41407393.0,5.25,129.98021708445427,-1.39371795455593,
FUNANNOTATE_PREDICT,repeat_masked_pct,do_annotation,Zygosaccharomyces_sp._MG101_MG101,a2/b6750d,COMPLETED,5.61,4.633333333333334,107.54097425570743,-1.3656804210679017,
FUNANNOTATE_PREDICT,repeat_masked_pct,do_annotation_asco,Rhizoctonia_solani_AG1-IA_HG81,1c/560796,COMPLETED,13.37,5.25,119.42547477971168,-1.3569376731041678,
FUNANNOTATE_PREDICT,genome_size_bp,do_annotation_asco,Blumeria_graminis_THUN-12,94/8de93c,COMPLETED,141399568.0,10.083333333333334,215.4710880131032,-1.329784880349791,
FUNANNOTATE_PREDICT,num_scaffolds,do_annotation_asco,Rhizoctonia_solani_AG1-IA_HG81,1c/560796,COMPLETED,16.0,5.25,83.80156175313282,-1.20309280895281,
FUNANNOTATE_PREDICT,num_scaffolds,do_annotation,Zygosaccharomyces_sp._MG101_MG101,a2/b6750d,COMPLETED,6.0,4.633333333333334,72.7141672645694,-1.1957254893328617,
