process,metric,root,species,hash,status,metric_value,runtime_minutes,predicted_runtime_minutes,log10_residual,workdir
GENEMARK_RUN,repeat_masked_pct,do_annotation,Zygosaccharomyces_sp._MG101_MG101,eb/a4a9bf,COMPLETED,5.61,0.7416666666666667,11.490300557501635,-1.1901226282961552,
GENEMARK_RUN,repeat_masked_pct,do_annotation_asco,Phakopsora_pachyrhizi_AL_Elmore_14,77/019c53,COMPLETED,10.42,175.78333333333333,12.329536235514142,1.1540309543226857,
GENEMARK_RUN,num_scaffolds,do_annotation,Zygosaccharomyces_sp._MG101_MG101,eb/a4a9bf,COMPLETED,6.0,0.7416666666666667,10.451980303822408,-1.1489898220548904,
GENEMARK_RUN,num_scaffolds,do_annotation_asco,Phakopsora_pachyrhizi_AL_Elmore_14,77/019c53,COMPLETED,350.0,175.78333333333333,13.300864940660531,1.1210978120475796,
GENEMARK_RUN,num_scaffolds,do_annotation_asco,Austropuccinia_psidii_Au3-C622-A115012,b2/0e51d7,COMPLETED,20.0,121.71666666666667,11.225202116025699,1.0351558807976424,
FUNANNOTATE_PREDICT,gene_count,do_annotation,Cantharellus_cibarius_MG75,ef/e00698,COMPLETED,7065.0,1316.3,125.43447385969397,1.0209379688092755,
FUNANNOTATE_PREDICT,gene_count,do_annotation_asco,Fusarium_oxysporum_EtdFoc-61,6a/adbd1a,COMPLETED,14481.0,17.966666666666665,187.28384882050247,-1.0180328153834441,
GENEMARK_RUN_SIB,repeat_masked_pct,do_annotation,Aspergillus_quadricinctus_FKII-L3-BK-DRAB1,6c/fdfae5,COMPLETED,15.98,1.8,14.46420823807631,-0.9050221605166755,
GENEMARK_RUN_SIB,num_scaffolds,do_annotation,Neurospora_discreta_CAMH1101,16/45e652,COMPLETED,2623.0,21.75,2.706987782107316,0.9049729656883609,
FUNANNOTATE_PREDICT,gene_count,do_annotation,Caloboletus_firmus_UT-M0002058,cc/4425a0,COMPLETED,7156.0,1014.5166666666667,126.33429615795194,0.9047379209720563,
GENEMARK_RUN_SIB,num_scaffolds,do_annotation,Neurospora_tetraspora_AK0451,b4/b30e51,COMPLETED,1895.0,21.683333333333334,2.734889847121219,0.8991862071906893,
GENEMARK_RUN_SIB,repeat_masked_pct,do_annotation,Neurospora_crassa_FGSC_2489,86/7340b7,COMPLETED,16.3,1.9666666666666666,15.29163628790535,-0.8907232028381752,
GENEMARK_RUN,num_scaffolds,do_annotation_asco,Jimgerdemannia_flammicorona_AD002,a8/e479df,COMPLETED,26180.0,131.35,17.177596077188895,0.883467690820144,
GENEMARK_RUN_SIB,num_scaffolds,do_annotation,Neurospora_discreta_AKFA31,53/81c1ad,COMPLETED,2161.0,20.466666666666665,2.723581932442985,0.8759066719059251,
GENEMARK_RUN_SIB,genome_size_bp,do_annotation,Aspergillus_chevalieri_VP_06,12/ff861f,COMPLETED,26593587.0,11.966666666666667,1.6000478912247627,0.8738402120881221,
GENEMARK_RUN_SIB,genome_size_bp,do_annotation,Aspergillus_cristatus_BL-2023a,b0/754c59,COMPLETED,26901004.0,12.283333333333333,1.6495476860228762,0.8719513625911646,
GENEMARK_RUN_SIB,num_scaffolds,do_annotation,Neurospora_discreta_CAMH1100,33/57b32c,COMPLETED,1868.0,20.2,2.736128101069586,0.8682149429609392,
GENEMARK_RUN_SIB,num_scaffolds,do_annotation,Neurospora_tetraspora_FGSC_26671,7f/aed821,COMPLETED,1921.0,20.133333333333333,2.733714536143777,0.8671625218226587,
GENEMARK_RUN_SIB,genome_size_bp,do_annotation,Aspergillus_cristatus_EC520,bb/1c2d96,COMPLETED,28145359.0,13.433333333333334,1.8596149965005866,0.858760751613564,
GENEMARK_RUN_SIB,gene_count,do_annotation,Aspergillus_sojae_TK-85,65/11d40c,COMPLETED,12502.0,17.316666666666666,2.414636891524973,0.8556124655491308,
GENEMARK_RUN_SIB,genome_size_bp,do_annotation,Aspergillus_cristatus_AC_2,b9/1f8c8e,COMPLETED,26810545.0,11.633333333333333,1.6348845513246075,0.8522170822113577,
GENEMARK_RUN_SIB,repeat_masked_pct,do_annotation,Neurospora_crassa_TR1,f1/dd1b30,COMPLETED,16.1,2.0833333333333335,14.769112577833072,-0.850595638298322,
GENEMARK_RUN_SIB,genome_size_bp,do_annotation,Aspergillus_chevalieri_P2701V1,9e/2c2d57,COMPLETED,27017540.0,11.45,1.6685581623587198,0.8364641368471006,
GENEMARK_RUN,repeat_masked_pct,do_annotation_asco,Jimgerdemannia_flammicorona_AD002,a8/e479df,COMPLETED,40.48,131.35,19.154762940742543,0.8361532955962305,
GENEMARK_RUN_SIB,repeat_masked_pct,do_annotation,Aspergillus_oryzae_RIB40,12/826637,COMPLETED,5.83,16.55,2.477376733685373,0.8248059435163064,
GENEMARK_RUN_SIB,gene_count,do_annotation,Aspergillus_sojae_TK-83,ba/f66f7e,COMPLETED,13395.0,16.183333333333334,2.444075084053234,0.8209534358551902,
GENEMARK_RUN_SIB,repeat_masked_pct,do_annotation,Aspergillus_oryzae_SRCM101975,67/4eb2bb,COMPLETED,5.6,15.633333333333333,2.380277338592729,0.8174240260636001,
GENEMARK_RUN,repeat_masked_pct,do_annotation_asco,Monosporozyma_unispora_VUB-H033_C9,29/e3e2ae,COMPLETED,19.21,2.1666666666666665,14.024731239360207,-0.811102445553584,
GENEMARK_RUN_SIB,gene_count,do_annotation,Aspergillus_cristatus_EC520,bb/1c2d96,COMPLETED,8749.0,13.433333333333334,2.2679009188939143,0.7725597144446634,
GENEMARK_RUN_SIB,gene_count,do_annotation,Aspergillus_uvarum_CBS_121591,4f/92dd81,COMPLETED,10973.0,13.183333333333334,2.3599410610448635,0.7471240764077485,
GENEMARK_RUN_SIB,gene_count,do_annotation,Aspergillus_sojae_NRRL1989,4e/f95e01,COMPLETED,12586.0,13.333333333333334,2.4174785586020935,0.7415761057341665,
GENEMARK_RUN,num_scaffolds,do_annotation,Zygosaccharomyces_pseudorouxii_NRRL_Y-63794T,83/83b693,COMPLETED,124.0,2.3333333333333335,12.507374122509676,-0.7291893554293881,
GENEMARK_RUN,repeat_masked_pct,do_annotation,Zygosaccharomyces_pseudorouxii_NRRL_Y-63794T,83/83b693,COMPLETED,10.02,2.3333333333333335,12.257467941417628,-0.720423980757121,
GENEMARK_RUN,gene_count,do_annotation_asco,Polyporus_tsugae_CCMJ4178,00/54c40b,COMPLETED,1758.0,15.666666666666666,3.405368481186304,0.6628124911706226,
GENEMARK_RUN,gene_count,do_annotation_asco,Cenococcum_geophilum_1.58,5a/66b45c,COMPLETED,11081.0,51.0,13.160129791189881,0.5883100035890267,
GENEMARK_RUN,gene_count,do_annotation_asco,Cenococcum_geophilum_1.58,c8/401ab6,COMPLETED,11081.0,49.016666666666666,13.160129791189881,0.5710836016145162,
GENEMARK_RUN,gene_count,do_annotation_asco,Ophiocordyceps_robertsii_UoM4,76/c0b63a,COMPLETED,8876.0,40.1,11.181609588057283,0.5546400480593945,
GENEMARK_RUN,gene_count,do_annotation_asco,Aspergillus_puulaauensis_MK2,79/9b1eef,COMPLETED,2776.0,16.633333333333333,4.762604057944763,0.5431348132336982,
GENEMARK_RUN,genome_size_bp,do_annotation_asco,Monosporozyma_unispora_VUB-H033_C9,29/e3e2ae,COMPLETED,12538276.0,2.1666666666666665,5.3862255356353925,-0.3954924326018352,
GENEMARK_RUN,genome_size_bp,do_annotation,Aspergillus_subversicolor_LH_A137,05/85eec2,COMPLETED,43917974.0,6.433333333333334,15.188386311169765,-0.37307558044483713,
GENEMARK_RUN,genome_size_bp,do_annotation,Aspergillus_toxicus_NRRL66898,db/67419c,COMPLETED,38033479.0,5.766666666666667,13.484760970857282,-0.3689184041997441,
GENEMARK_RUN,genome_size_bp,do_annotation,Aspergillus_sp._S4402_S4402,3d/3704d7,COMPLETED,33315572.0,5.216666666666667,12.085781441451607,-0.364881649065222,
GENEMARK_RUN,genome_size_bp,do_annotation_asco,Jimgerdemannia_flammicorona_AD002,a8/e479df,COMPLETED,218259792.0,131.35,57.19836592379213,0.3610464553293644,
FUNANNOTATE_PREDICT_SIB,num_scaffolds,do_annotation,Aspergillus_fumigatus_A-2-49L-2,d4/1572d5,COMPLETED,635.0,25.166666666666668,45.73178216314598,-0.2593924292150642,
FUNANNOTATE_PREDICT_SIB,repeat_masked_pct,do_annotation,Aspergillus_fumigatus_A-2-49L-2,d4/1572d5,COMPLETED,5.85,25.166666666666668,45.64748481759174,-0.25859115593704396,
FUNANNOTATE_PREDICT_SIB,num_scaffolds,do_annotation,Aspergillus_fumigatus_C-1-64L-2,42/9dcc42,COMPLETED,737.0,26.05,45.70304442149807,-0.24413740309993326,
FUNANNOTATE_PREDICT_SIB,num_scaffolds,do_annotation,Aspergillus_fumigatus_E-1-21-2,ff/144755,COMPLETED,586.0,26.183333333333334,45.747282043060814,-0.2423403620244966,
FUNANNOTATE_PREDICT_SIB,repeat_masked_pct,do_annotation,Aspergillus_fumigatus_C-1-64L-2,42/9dcc42,COMPLETED,4.95,26.05,45.36178536627736,-0.24088241171190594,
FUNANNOTATE_PREDICT_SIB,repeat_masked_pct,do_annotation,Aspergillus_fumigatus_E-1-21-2,ff/144755,COMPLETED,3.98,26.183333333333334,45.055866688114754,-0.2357264134754007,
FUNANNOTATE_PREDICT_SIB,num_scaffolds,do_annotation,Aspergillus_fumigatus_R1907,1b/f578e7,COMPLETED,151.0,26.783333333333335,46.009808962656905,-0.234985803654576,
FUNANNOTATE_PREDICT_SIB,gene_count,do_annotation,Aspergillus_fumigatus_A-2-49L-2,d4/1572d5,COMPLETED,9897.0,25.166666666666668,43.17641803134545,-0.23442091297966128,
FUNANNOTATE_PREDICT_SIB,genome_size_bp,do_annotation,Aspergillus_fumigatus_A-2-49L-2,d4/1572d5,COMPLETED,27656720.0,25.166666666666668,42.62249234265643,-0.22881314450373935,
FUNANNOTATE_PREDICT_SIB,repeat_masked_pct,do_annotation,Aspergillus_fumigatus_R1907,1b/f578e7,COMPLETED,4.8,26.783333333333335,45.31434294129351,-0.2283710607178948,
FUNANNOTATE_PREDICT_SIB,num_scaffolds,do_annotation,Aspergillus_fumigatus_CMMS_343,c5/94dbcf,COMPLETED,127.0,27.283333333333335,46.0434276558934,-0.22727021774157374,
FUNANNOTATE_PREDICT_SIB,repeat_masked_pct,do_annotation,Aspergillus_cristatus_2e,55/ef48a2,COMPLETED,10.61,28.033333333333335,47.18871352033001,-0.2261633964970029,
FUNANNOTATE_PREDICT_SIB,genome_size_bp,do_annotation,Aspergillus_fumigatus_C-1-64L-2,42/9dcc42,COMPLETED,28887655.0,26.05,43.36525757037133,-0.22133420261480752,
FUNANNOTATE_PREDICT_SIB,genome_size_bp,do_annotation,Aspergillus_fumigatus_E-1-21-2,ff/144755,COMPLETED,27078878.0,26.183333333333334,42.26692828586303,-0.20797575232638676,
FUNANNOTATE_PREDICT_SIB,genome_size_bp,do_annotation,Aspergillus_fumigatus_R1907,1b/f578e7,COMPLETED,28423575.0,26.783333333333335,43.08750923251874,-0.20648676309418557,
FUNANNOTATE_PREDICT_SIB,genome_size_bp,do_annotation,Aspergillus_terreus_PG6503,18/7f4dcd,COMPLETED,29893083.0,27.5,43.95789968821151,-0.20370423979355023,
FUNANNOTATE_PREDICT_SIB,gene_count,do_annotation,Aspergillus_fumigatus_C-1-99L-2,b9/f682a9,COMPLETED,9885.0,27.866666666666667,43.15590427293002,-0.1899551983686798,
FUNANNOTATE_PREDICT_SIB,gene_count,do_annotation,Aspergillus_fischeri_IBT_3007,10/9146c9,COMPLETED,9658.0,27.966666666666665,42.76496388747919,-0.18444740351986733,
FUNANNOTATE_PREDICT_SIB,gene_count,do_annotation,Aspergillus_fumigatus_D-2-47L-2,47/2fe218,COMPLETED,9893.0,28.283333333333335,43.169581793811474,-0.18364724950611966,
FUNANNOTATE_PREDICT_SIB,gene_count,do_annotation,Aspergillus_fumigatus_Z5,65/1c0f5a,COMPLETED,9826.0,28.5,43.05482398156607,-0.17917695806232858,
