sampletag	genes	dmd_min	ksd_min	tot_min	peak_rss_gb	dmd_mb	ksd_mb	art_mb
Aaosphaeria_pasadenensis_FJI-L9-BK-P1	12244	0.605	42.516666666666666	43.12166666666667	2.6	18.780986	10.906771	29.687757
Aaosphaeria_arxii_CBS_175.79	13393	0.6616666666666667	55.38333333333333	56.044999999999995	2.5	20.067127	11.789442	31.856569
