ASMID,SPECIES_IN,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,TRANSL_TABLE,LOCUSTAG
GCA_019677335.1_ASM1967733v1,Ceratobasidium sp. UAMH 11750,UAMH 11750,PRJNA558776,2601501,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. UAMH 11750,1,F3996537
GCA_009078325.1_ASM907832v1,Ceratobasidium theobromae,CT2,PRJNA524910,1582974,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium theobromae,1,F332CB55
GCA_012932095.1_ASM1293209v1,Ceratobasidium theobromae,Gudang 4,PRJNA523978,1582974,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium theobromae,1,FA277E40
GCA_037974915.1_genoma_LAO1,Ceratobasidium theobromae,LAO1,PRJNA1076853,1582974,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium theobromae,1,F34DD871
GCA_054508165.1_Ctheo_PHL1,Ceratobasidium theobromae,PHL1,PRJNA1226245,1582974,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium theobromae,1,F99A3DA3
GCA_002778105.1_ASM277810v1,Ceratocystiopsis brevicomis,CBS 137839,PRJNA395605,553390,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Ceratocystiopsis,Ceratocystiopsis brevicomis,1,F87BAD9E
GCA_001676865.1_ASM167686v1,Ceratocystiopsis minuta,CBS 138717,PRJNA325364,360147,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Ceratocystiopsis,Ceratocystiopsis minuta,1,FCEBEFB7
GCA_019925685.1_ASM1992568v1,Ceratocystiopsis sp. VPRI43766,VPRI43766,PRJNA667796,2779953,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Ceratocystiopsis,Ceratocystiopsis sp. VPRI43766,1,F3E3B190
GCA_002742155.1_ASM274215v1,Ceratocystis albifundus,CMW13980,PRJNA326048,357446,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis albifundus,1,F6097C2B
GCA_002742205.1_ASM274220v1,Ceratocystis albifundus,CMW17274,PRJNA326046,357446,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis albifundus,1,FBB78A95
GCA_000813685.1_ASM81368v1,Ceratocystis albifundus,CMW17620,PRJNA263706,357446,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis albifundus,1,FB2D5C82
GCA_002742215.1_ASM274221v1,Ceratocystis albifundus,CMW24680,PRJNA326045,357446,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis albifundus,1,F62E8A56
GCA_002742195.1_ASM274219v1,Ceratocystis albifundus,CMW24685,PRJNA326047,357446,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis albifundus,1,FD627460
GCA_012650125.1_ASM1265012v1,Ceratocystis albifundus,CMW24860,PRJNA616019,357446,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis albifundus,1,F86EA1FB
GCA_002742255.2_ASM274225v2,Ceratocystis albifundus,CMW4068,PRJNA326044,357446,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis albifundus,1,FE963DA7
GCA_038382185.1_ASM3838218v1,Ceratocystis alfenasii,C3666,PRJNA483301,3111108,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis alfenasii,1,F1734029
GCA_038382205.1_ASM3838220v1,Ceratocystis alfenasii,C4585,PRJNA483301,3111108,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis alfenasii,1,FCF863B3
GCA_038382165.1_ASM3838216v1,Ceratocystis alfenasii,C4588,PRJNA483301,3111108,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis alfenasii,1,F1A3691C
GCA_038382245.1_ASM3838224v1,Ceratocystis atlantica,C1558,PRJNA483301,3111109,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis atlantica,1,FC0901DB
GCA_038382305.1_ASM3838230v1,Ceratocystis atlantica,C1865,PRJNA483301,3111109,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis atlantica,1,F881E891
GCA_038382405.1_ASM3838240v1,Ceratocystis atlantica,C1987,PRJNA483301,3111109,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis atlantica,1,F5485BBB
GCA_002776505.1_ASM277650v1,Ceratocystis cacaofunesta,C1593,PRJNA415296,386457,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis cacaofunesta,1,FBFBF384
GCA_038406775.1_ASM3840677v1,Ceratocystis cacaofunesta,C1983,PRJNA483301,386457,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis cacaofunesta,1,FF300937
GCA_038406765.1_ASM3840676v1,Ceratocystis colombiana,C1945,PRJNA483301,496997,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis colombiana,1,F65DF9D5
GCA_026419805.1_ASM2641980v1,Ceratocystis colombiana,CBS121792,PRJNA886311,496997,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis colombiana,1,F2C3C142
GCA_038382365.1_ASM3838236v1,Ceratocystis costaricensis,C1551,PRJNA483301,3111110,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis costaricensis,1,F2BFF2BD
GCA_038382285.1_ASM3838228v1,Ceratocystis cubensis,C1811,PRJNA483301,3111918,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis cubensis,1,FC1577DC
GCA_038407095.1_ASM3840709v1,Ceratocystis destructans,C1822,PRJNA483301,2594535,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis destructans,1,F4CAD102
GCA_038406795.1_ASM3840679v1,Ceratocystis diversiconidia,C1696,PRJNA483301,600623,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis diversiconidia,1,F02AE20D
GCA_001513815.1_ASM151381v1,Ceratocystis eucalypticola,CMW9998,PRJNA294286,633669,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis eucalypticola,1,FA3E8344
GCA_038407015.1_ASM3840701v1,Ceratocystis ficicola,C1355,PRJNA483301,879098,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis ficicola,1,F4E1B082
GCA_033035045.1_Cfim_AS236_NCSU,Ceratocystis fimbriata,AS236,PRJNA705194,5158,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriata,1,F25BB29D
GCA_038406785.1_ASM3840678v1,Ceratocystis fimbriata,C1421,PRJNA483301,5158,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriata,1,F04D1ED6
GCA_000389695.3_Cfim3.0,Ceratocystis fimbriata CBS 114723,CBS 114723,PRJNA67151,1035309,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriata,1,FE615442
GCA_032173455.1_Cf_hybrid,Ceratocystis fimbriata,Cf-pan,PRJNA979808,5158,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriata,1,F77F16E8
GCA_012652265.1_ASM1265226v1,Ceratocystis fimbriata,CMW15049,PRJNA616120,5158,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriata,1,FE40DE36
GCA_009914735.1_ASM991473v1,Ceratocystis fimbriata,LPF1912,PRJNA556508,5158,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriata,1,FE129440
GCA_017160715.1_Cfim0.1,Ceratocystis fimbriata,NC236,PRJNA360983,5158,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriata,1,F074E190
GCA_023525945.1_ASM2352594v1,Ceratocystis fimbriata,UHS-CF5,PRJNA381691,5158,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriata,1,F682848E
GCA_038406755.1_ASM3840675v1,Ceratocystis fimbriatomima,C1831,PRJNA483301,436288,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriatomima,1,FDCEF572
GCA_038406995.1_ASM3840699v1,Ceratocystis fimbriatomima,C2125,PRJNA483301,436288,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriatomima,1,F035BC5D
GCA_002018265.1_ASM201826v1,Ceratocystis harringtonii,CMW 14789,PRJNA342330,312341,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis harringtonii,1,FF7FDFE3
GCA_054512535.1_Chuli_C25-5_1.0,Ceratocystis huliohia,C25-5,PRJNA1400107,2019549,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis huliohia,1,F1DA11E1
GCA_038407075.1_ASM3840707v1,Ceratocystis huliohia,C4189,PRJNA483301,2019549,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis huliohia,1,F4B65EFC
GCA_038382825.1_ASM3838282v1,Ceratocystis huliohia,C4194,PRJNA483301,2019549,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis huliohia,1,F999BE87
GCA_038382885.1_ASM3838288v1,Ceratocystis huliohia,C4381,PRJNA483301,2019549,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis huliohia,1,F9FEADFC
GCA_038382965.1_ASM3838296v1,Ceratocystis huliohia,C4573,PRJNA483301,2019549,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis huliohia,1,F91A8533
GCA_038382545.1_ASM3838254v1,Ceratocystis lukuohia,C4123,PRJNA483301,2019550,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis lukuohia,1,F8117D46
GCF_044167205.1_ASM4416720v1,Ceratocystis lukuohia,C4212,PRJNA483301,2019550,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis lukuohia,1,F6CE0349
GCA_038382585.1_ASM3838258v1,Ceratocystis lukuohia,C4372,PRJNA483301,2019550,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis lukuohia,1,F58DE2AB
GCA_038382865.1_ASM3838286v1,Ceratocystis lukuohia,C4391,PRJNA483301,2019550,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis lukuohia,1,F15A2F0A
GCA_038382665.1_ASM3838266v1,Ceratocystis lukuohia,C4392,PRJNA483301,2019550,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis lukuohia,1,F73BD553
GCA_038382705.1_ASM3838270v1,Ceratocystis lukuohia,C4465,PRJNA483301,2019550,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis lukuohia,1,F4835615
GCA_038382685.1_ASM3838268v1,Ceratocystis lukuohia,C4466,PRJNA483301,2019550,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis lukuohia,1,F273E750
GCA_038382785.1_ASM3838278v1,Ceratocystis lukuohia,C4544,PRJNA483301,2019550,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis lukuohia,1,F7E2A316
GCA_023509845.1_ASM2350984v1,Ceratocystis lukuohia,CBS 142792,PRJNA483301,2019550,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis lukuohia,1,FA9B5911
GCA_038406875.1_ASM3840687v1,Ceratocystis manginecans,C1442,PRJNA483301,929235,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis manginecans,1,F838BF0F
GCA_038406855.1_ASM3840685v1,Ceratocystis manginecans,C1688,PRJNA483301,929235,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis manginecans,1,FAD28416
GCA_038406905.1_ASM3840690v1,Ceratocystis manginecans,C4044,PRJNA483301,929235,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis manginecans,1,F969E014
GCA_026122545.1_ASM2612254v1,Ceratocystis manginecans,C4621,PRJNA483301,929235,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis manginecans,1,FF2E0559
GCA_038406895.1_ASM3840689v1,Ceratocystis manginecans,C4624,PRJNA483301,929235,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis manginecans,1,F7D98DD4
GCA_006408425.1_ASM640842v1,Ceratocystis manginecans,CMW 46461,PRJNA516763,929235,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis manginecans,1,FDB6A6FC
GCA_000712455.1_CMang1.0,Ceratocystis manginecans,CMW17570,PRJNA243355,929235,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis manginecans,1,FD756344
GCA_006681795.1_ASM668179v1,Ceratocystis manginecans,CMW22563,PRJNA551574,929235,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis manginecans,1,F751E8D0
GCA_038406885.1_ASM3840688v1,Ceratocystis papillata,C1750,PRJNA483301,496998,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis papillata,1,F65B2F16
GCA_042258205.1_ASM4225820v1,Ceratocystis pirilliformis,CMW 12675,PRJNA1005571,259994,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis pirilliformis,1,F368EE0E
GCA_042258155.1_ASM4225815v1,Ceratocystis pirilliformis,CMW 16513,PRJNA1005571,259994,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis pirilliformis,1,FAF26E45
GCA_038406975.1_ASM3840697v1,Ceratocystis platani,C1317,PRJNA483301,88771,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis platani,1,F474903B
GCA_038407035.1_ASM3840703v1,Ceratocystis platani,C3510,PRJNA483301,88771,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis platani,1,FC2CF839
GCA_038406955.1_ASM3840695v1,Ceratocystis platani,C859,PRJNA483301,88771,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis platani,1,FF3A005B
GCA_000978885.1_ASM97888v1,Ceratocystis platani,CFO,PRJNA278456,88771,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis platani,1,FA8B6042
GCA_038407085.1_ASM3840708v1,Ceratocystis polychroma,C2240,PRJNA483301,272712,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis polychroma,1,FEDEBADE
GCA_003449175.1_ASM344917v1,Ceratocystis smalleyi,CMW14800,PRJNA384888,312343,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis smalleyi,1,F31F9E28
GCA_038407005.1_ASM3840700v1,Ceratocystis sp. C1944,C1944,PRJNA483301,3112611,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis sp. C1944,1,FA23B93C
GCA_038407155.1_ASM3840715v1,Ceratocystis tiliae,C1954,PRJNA483301,1699678,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis tiliae,1,F6CC3EB7
GCA_038407105.1_ASM3840710v1,Ceratocystis uchidae,C1714,PRJNA483301,2029751,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis uchidae,1,FC50744B
GCA_038381545.1_ASM3838154v1,Ceratocystis uchidae,C3371,PRJNA483301,2029751,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis uchidae,1,FB5F17C9
GCA_038407165.1_ASM3840716v1,Ceratocystis variospora,C1843,PRJNA483301,312342,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis variospora,1,F43D0491
GCA_038382385.1_ASM3838238v1,Ceratocystis xanthosomatis,C1780,PRJNA483301,3111919,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis xanthosomatis,1,FA0F88B2
GCA_038382465.1_ASM3838246v1,Ceratocystis xanthosomatis,C1809,PRJNA483301,3111919,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis xanthosomatis,1,F86ED2A7
GCA_038382525.1_ASM3838252v1,Ceratocystis xanthosomatis,C4121,PRJNA483301,3111919,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis xanthosomatis,1,F786FA85
GCA_030998015.1_ASM3099801v1,Ceratorhiza oryzae-sativae,S57,PRJNA956341,63189,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratorhiza,Ceratorhiza oryzae-sativae,1,F9109045
GCA_046056215.1_ASM4605621v1,Ceratostomella crypta,CBS 131683,PRJNA1170903,3252758,dikarya,Ascomycota,,Sordariomycetes,,Barbatosphaeriales,Barbatosphaeriaceae,Ceratostomella,Ceratostomella crypta,1,FFAC3029
GCA_046056245.1_ASM4605624v1,Ceratostomella melanospora,CBS 147993,PRJNA1170903,3252759,dikarya,Ascomycota,,Sordariomycetes,,Barbatosphaeriales,Barbatosphaeriaceae,Ceratostomella,Ceratostomella melanospora,1,F82DF02C
GCA_046056195.1_ASM4605619v1,Ceratostomella sordida,CBS 116000,PRJNA1170903,312317,dikarya,Ascomycota,,Sordariomycetes,,Barbatosphaeriales,Barbatosphaeriaceae,Ceratostomella,Ceratostomella sordida,1,F8108BB7
GCA_030512285.1_Cernew1,Cercophora newfieldiana,SMH2532-1,PRJNA371209,92897,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora newfieldiana,1,FB7A3B85
GCA_030512305.1_Cersam1,Cercophora samala,CBS 307.81,PRJNA953074,330535,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora samala,1,F762BE2C
GCA_033439705.1_Cersc1,Cercophora scortea,SMH4131-1,PRJNA371212,314031,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora scortea,1,FAC07522
GCA_036250225.1_ASM3625022v1,Cercophora sp. LCS_1,LCS_1,PRJNA899826,2994517,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora sp. LCS_1,1,F6E011B2
GCA_049191245.1_ASM4919124v1,Cercospora americana,Tb14-140,PRJNA1237278,2490592,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora americana,1,F616AC08
GCA_026120055.1_ASM2612005v1,Cercospora apii,CBS 116455,PRJNA827019,132184,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora apii,1,F1087208
GCA_022836995.1_ASM2283699v1,Cercospora apii,QCYBC,PRJNA796377,132184,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora apii,1,FDD05005
GCA_002933655.1_Cbert_1,Cercospora berteroae,CBS538.71,PRJNA270309,357750,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora berteroae,1,FAB37FBC
GCA_963585935.1_CBHEV-1_hq-v2_chromosomes,Cercospora beticola,,PRJEB66134,122368,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora beticola,1,F2D07799
GCF_002742065.1_CB0940_V2,Cercospora beticola,09-40,PRJNA270309,122368,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora beticola,1,FB2AB7B3
GCF_033473495.1_ASM3347349v1,Cercospora beticola,Cb09-40,PRJNA1013556,122368,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora beticola,1,FF8D09CF
GCA_049191235.1_ASM4919123v1,Cercospora beticola,Ch16-Cb,PRJNA1237278,122368,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora beticola,1,F6079447
GCA_003370525.1_ASM337052v1,Cercospora beticola,ICMP 21690,PRJNA414268,122368,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora beticola,1,F0192995
GCA_003370505.1_ASM337050v1,Cercospora beticola,ICMP 21692,PRJNA414264,122368,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora beticola,1,F3EF86E0
GCA_013365245.1_ASM1336524v1,Cercospora brassicicola,Cer 68-18,PRJNA613165,1347418,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora brassicicola,1,F2CB0BC5
GCA_000347735.1_C_canescens_MTCC-10836_BHU_v01,Cercospora canescens BHU,BHU,PRJNA183604,1268270,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora canescens,1,FE3F5047
GCA_005356885.1_ASM535688v1,Cercospora cf. flagellaris,Arck_07,PRJNA503907,1868926,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora cf. flagellaris,1,FF0E0C6C
GCA_002217505.1_ASM221750v1,Cercospora cf. sigesbeckiae,PP_2012_071,PRJNA392836,1868927,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora cf. sigesbeckiae,1,FA41501F
GCA_013365195.1_ASM1336519v1,Cercospora citrullina,Cerl 37-09,PRJNA613165,1337113,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora citrullina,1,F1D950EF
GCA_051363195.1_ASM5136319v1,Cercospora citrullina,UNL090101,PRJNA1228159,1337113,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora citrullina,1,FF7799FE
GCA_026725115.1_Cjan_RL44_1.0,Cercospora janseana,RL44,PRJNA895353,706553,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora janseana,1,F4B1D20E
GCA_005356855.1_ASM535685v1,Cercospora kikuchii,A3,PRJNA503907,84275,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora kikuchii,1,F3E2E2FC
GCA_009193115.1_UBA_Ckiku_1.0,Cercospora kikuchii,ARG_18_001,PRJNA560241,84275,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora kikuchii,1,F34E7C62
GCF_019650295.1_Ck_assembly01,Cercospora kikuchii,MAFF 305040,PRJDB10872,84275,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora kikuchii,1,FAEB31CE
GCA_029490675.1_ASM2949067v1,Cercospora nicotianae,1110,PRJNA770472,29003,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora nicotianae,1,F26689A0
GCA_002994015.1_CNIC01,Cercospora nicotianae,CBS 131.32,PRJNA270309,29003,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora nicotianae,1,FA571719
GCA_013365235.1_ASM1336523v1,Cercospora sesami,Cers 52-10,PRJNA613165,1490871,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora sesami,1,FC3ED143
GCA_003435105.1_ASM343510v1,Cercospora sojina,2.2.3,PRJNA476923,438356,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora sojina,1,FB2396A3
GCA_024499215.1_ASM2449921v1,Cercospora sojina,CCC 172-09-ARG_09_172,PRJNA560241,438356,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora sojina,1,FDF9D1C9
GCA_002150695.1_ASM215069v1,Cercospora sojina,FLS21,PRJNA359929,438356,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora sojina,1,F23DA034
GCA_002534735.1_ASM253473v1,Cercospora sojina,N1,PRJNA371568,438356,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora sojina,1,F3A2BB47
