# Candidate exclusion list bootstrapped from misc/samples.csv.prechange vs samples.csv
# Format: <ASMID>\t<reason>   (lines starting with # are comments)
# 128 true removals + 14 dedup removals = 142 total

## --- dedup: another assembly with the same GCA/GCF accession is kept ---
GCA_000401615.1_K1_trimmed_clc_assembly_flt.fa	dedup: accession GCA_000401615.1 kept under another ASMID	# Blumeria hordei K1 | K1
GCA_000786445.1_R265.1	curation	# Cryptococcus deuterogattii | strain=R265
GCA_000827275.1_Pisolithus_microcarpus_441_v1.0	curation	# Pisolithus microcarpus 441 | strain=441
GCA_000827335.1_Pisolithus_tinctorius_Marx_270_v1.0	curation	# Pisolithus tinctorius Marx 270 | strain=Marx 270
GCA_000835765.1_Cryp_gatt_CBS10090_V1	curation	# Cryptococcus deuterogattii CBS 10090 | strain=CBS 10090
GCA_000952835.1_ASM95283v1	curation	# Aspergillus flavus AF70 | strain=AF70
GCA_001046915.1_ASM104691v1	curation	# Nakaseomyces nivariensis CBS 9983 | strain=CBS 9983
GCA_001264925.1_ASM126492v1	curation	# Malassezia sympodialis | strain=ATCC 42132
GCA_001638945.1_Mucci2	curation	# Mucor lusitanicus CBS 277.49 | strain=CBS 277.49
GCA_001691765.1_ASM169176v1	curation	# Amanita muscaria var. guessowii Koide BX008 | strain=Koide BX008
GCA_001702495.1_Foc013	curation	# Fusarium oxysporum f. sp. cucumerinum | strain=Foc013
GCA_001702555.1_Foc021	curation	# Fusarium oxysporum f. sp. cucumerinum | strain=Foc021
GCA_001702575.1_Foc015	curation	# Fusarium oxysporum f. sp. cucumerinum | strain=Foc015
GCA_001702715.1_Fon019	curation	# Fusarium oxysporum f. sp. niveum | strain=Fon019
GCA_001702805.1_Fon020	curation	# Fusarium oxysporum f. sp. niveum | strain=Fon020
GCA_001703305.1_Fom010	curation	# Fusarium oxysporum f. sp. melonis | strain=Fom010
GCA_002215705.1_Cryp_neof_Bt1_V1	curation	# Cryptococcus neoformans Bt1 | strain=Bt1
GCA_002215825.1_Cryp_neof_C23_V1	curation	# Cryptococcus neoformans C23 | strain=C23
GCA_002215885.1_Cryp_neof_125_91_V1	curation	# Cryptococcus neoformans 125.91 | strain=125.91
GCA_002220445.1_Cryp_neof_AD1_7a_V1	curation	# Cryptococcus neoformans AD1-7a | strain=AD1-7a
GCA_002222215.1_Cryp_neof_grubii_A5-35-17_V1	curation	# Cryptococcus neoformans A5-35-17 | strain=A5-35-17
GCA_002222385.1_Cryp_neof_Ze90_1_V1	curation	# Cryptococcus neoformans Ze90-1 | strain=Ze90-1
GCA_002234625.1_Cryp_neof_Bt63_V1	curation	# Cryptococcus neoformans Bt63 | strain=Bt63
GCA_002885995.1_ASM288599v1	curation	# Saccharomyces cerevisiae | strain=CEN.PK113-7D
GCA_002920065.1_ASM292006v1	curation	# Puccinia striiformis | strain=93-210
GCA_003011985.1_ASM301198v1	curation	# Cryptococcus neoformans | strain=H99
GCA_003675505.1_ATCC42720_1	curation	# Clavispora lusitaniae | strain=ATCC 42720
GCA_003708635.2_ASM370863v2	curation	# Magnusiomyces tetraspermus NRRL Y-7288 | strain=NRRL Y-7288
GCA_009372015.1_YarliW29	curation	# Yarrowia lipolytica | strain=PO1f
GCA_011393195.1_ASM1139319v1	curation	# Saccharomyces cerevisiae I14 | strain=I14
GCA_011393275.1_ASM1139327v1	curation	# Saccharomyces cerevisiae Y12 | strain=Y12
GCA_013180785.1_ASM1318078v1	curation	# Saccharomyces pastorianus | strain=CBS 1513
GCA_013368665.1_ASM1336866v1	curation	# Saccharomyces cerevisiae NC-02 | strain=NC-02
GCA_014154955.1_SMRT_HiC_Fo5176	curation	# Fusarium oxysporum f. sp. conglutinans | strain=Fo5176
GCA_014324445.1_ASM1432444v1	curation	# Fusarium oxysporum | strain=Fo47
GCA_015251875.1_ASM1525187v1	curation	# Saccharomyces cerevisiae | strain=YPS1009
GCA_015251915.1_ASM1525191v1	curation	# Saccharomyces cerevisiae | strain=PW5
GCA_015251945.1_ASM1525194v1	curation	# Saccharomyces cerevisiae | strain=UC5
GCA_018343885.1_ASM1834388v1	curation	# Hyphopichia burtonii | strain=NRRL Y-1933
GCA_018344375.1_ASM1834437v1	curation	# Wickerhamomyces anomalus | strain=NRRL Y-366
GCA_018344385.1_ASM1834438v1	curation	# Babjeviella inositovora | strain=NRRL Y-12698
GCA_018344435.1_ASM1834443v1	curation	# Cyberlindnera jadinii | strain=NRRL Y-1542
GCA_019393615.1_ASM1939361v1	curation	# Saccharomyces cerevisiae | strain=YJM975
GCA_019393625.1_ASM1939362v1	curation	# Saccharomyces cerevisiae | strain=YJM978
GCA_019394065.1_ASM1939406v1	curation	# Saccharomyces cerevisiae | strain=T73
GCA_019394095.1_ASM1939409v1	curation	# Saccharomyces cerevisiae | strain=T7
GCA_024678945.1_ASM2467894v1	curation	# Aspergillus flavus | strain=NRRL3357
GCA_025434895.1_ASM2543489v1	curation	# Saccharomyces cerevisiae | strain=YJM981
GCA_026119975.1_ASM2611997v1	curation	# Didymella exigua | strain=CBS 183.55
GCA_029230485.1_Zt10	curation	# Zymoseptoria tritici | strain=Zt10
GCA_030544465.1_ASM3054446v1	curation	# Suhomyces tanzawaensis | strain=NRRL Y-17324
GCA_030556305.1_ASM3055630v1	curation	# Lipomyces starkeyi | strain=NRRL Y-11557
GCA_030567675.1_ASM3056767v1	curation	# Candida arabinofermentans | strain=NRRL YB-2248
GCA_030569935.1_ASM3056993v1	curation	# Lachancea kluyveri | strain=NRRL Y-12651
GCA_030570515.1_ASM3057051v1	curation	# Metschnikowia bicuspidata var. bicuspidata | strain=NRRL YB-4993
GCA_030573675.1_ASM3057367v1	curation	# Pachysolen tannophilus | strain=NRRL Y-2460
GCA_030573715.1_ASM3057371v1	curation	# Pichia membranifaciens | strain=NRRL Y-2026
GCA_030579515.1_ASM3057951v1	curation	# Spathaspora passalidarum | strain=NRRL Y-27907
GCA_030579835.1_ASM3057983v1	curation	# Tortispora caseinolytica | strain=NRRL Y-17796
GCA_035927225.1_ASM3592722v1	curation	# Cryomyces antarcticus | strain=CCFEE 534
GCA_040167635.1_ASM4016763v1	curation	# Saccharomyces cerevisiae | strain=VL3
GCA_051943505.2_ASM5194350v2	curation	# Microsporum canis | strain=CBS 113480
GCA_051943795.2_ASM5194379v2	curation	# Trichophyton rubrum | strain=CBS 735.88
GCA_051943815.2_ASM5194381v2	curation	# Trichophyton rubrum | strain=CBS 289.86
GCA_900091695.1_Zt_ST99CH_3D7	curation	# Zymoseptoria tritici ST99CH_3D7 | strain=
GCA_900099495.1_ZT1A5_complete_assembly	curation	# Zymoseptoria tritici ST99CH_1A5 | strain=
GCA_900184105.1_ST99CH_3D1	curation	# Zymoseptoria tritici ST99CH_3D1 | strain=
GCA_900184115.1_ST99CH_1E4	curation	# Zymoseptoria tritici ST99CH_1E4 | strain=
GCA_900234805.1_PP2_HC	curation	# Komagataella phaffii | strain=
GCA_900465115.1_NZT4_Genome_assembly	curation	# Plenodomus lingam-Leptosphaeria maculans 'brassicae' group | strain=
GCA_902085965.1_CLO192961	curation	# Clonostachys rosea | strain=
GCA_905220315.1_ScPE_H4_f	curation	# Saccharomyces cerevisiae PE-2 | strain=
GCA_937900895.1_SRR4028141_bin.99_CONCOCT_v1.1_MAG	curation	# Thermochaetoides thermophila | strain=
GCA_977071145.1_KE493_assembly	curation	# Pyricularia oryzae 70-15 | strain=
GCA_980650995.1_TUCC00000381	curation	# Debaryomyces hansenii | strain=
GCA_982319345.1_MCF_Y1	curation	# Saccharomyces cerevisiae S288C | strain=
GCF_000002495.2_MG8	curation	# Pyricularia oryzae 70-15 | strain=70-15
GCF_000006335.3_ASM633v3	curation	# Candida tropicalis MYA-3404 | strain=MYA-3404
GCF_000145635.1_Gae_graminis_V2	curation	# Gaeumannomyces tritici R3-111a-1 | strain=R3-111a-1
GCF_000146465.1_ASM14646v1	curation	# Encephalitozoon intestinalis ATCC 50506 | strain=ATCC 50506
GCF_000146915.1_ASM14691v2	curation	# Parastagonospora nodorum SN15 | strain=SN15
GCF_000149035.1_C_graminicola_M1_001_V1	curation	# Colletotrichum graminicola M1.001 | strain=M1.001
GCF_000149425.1_ASM14942v1	curation	# Meyerozyma guilliermondii ATCC 6260 | strain=ATCC 6260
GCF_000149555.1_ASM14955v1	curation	# Fusarium verticillioides 7600 | strain=7600
GCF_000149685.1_ASM14968v1	curation	# Lodderomyces elongisporus NRRL YB-4239 | strain=NRRL YB-4239
GCF_000149845.2_SJ5	curation	# Schizosaccharomyces japonicus yFS275 | strain=yFS275
GCF_000150705.2_Paracocci_br_Pb01_V2	curation	# Paracoccidioides lutzii Pb01 | strain=Pb01
GCF_000150735.1_Paracocci_br_Pb18_V2	curation	# Paracoccidioides brasiliensis Pb18 | strain=Pb18
GCF_000167675.1_v2.0	curation	# Trichoderma reesei QM6a | strain=QM6a
GCF_000170995.1_TRIVI_v2.0	curation	# Trichoderma virens Gv29-8 | strain=Gv29-8
GCF_000171015.1_TRIAT_v2.0	curation	# Trichoderma atroviride IMI 206040 | strain=IMI 206040
GCF_000181695.2_ASM18169v2	curation	# Malassezia globosa CBS 7966 | strain=CBS 7966
GCF_000182965.3_ASM18296v3	curation	# Candida albicans SC5314 | strain=SC5314
GCF_000184105.1_Geom_destructans_V1	curation	# Pseudogymnoascus destructans 20631-21 | strain=20631-21
GCF_000185945.1_ASM18594v1	curation	# Cryptococcus gattii WM276 | strain=WM276
GCF_000221225.1_CTHT_3.0	curation	# Thermochaetoides thermophila DSM 1495 | strain=DSM 1495
GCF_000223465.1_Candida_tenuis_v1.0	curation	# Yamadazyma tenuis ATCC 10573 | strain=ATCC 10573
GCF_000293215.1_Trichosporon_asahii_1	curation	# Trichosporon asahii var. asahii CBS 2479 | strain=CBS 2479
GCF_001417885.1_Kmar_1.0	curation	# Kluyveromyces marxianus DMKU3-1042 | strain=DMKU3-1042
GCF_947241705.1_Smik-IFO1815	curation	# Saccharomyces mikatae IFO 1815 | strain=IFO1815
