GCF_000185945.1_ASM18594v1,Cryptococcus gattii WM276,WM276,PRJNA13692,367775,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,1,FA9863CB
GCA_003011985.1_ASM301198v1,Cryptococcus neoformans,H99,PRJNA395628,5207,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,1,F78B0729
GCA_002215885.1_Cryp_neof_125_91_V1,Cryptococcus neoformans 125.91,125.91,PRJNA174562;PRJNA174567;PRJNA176382,1295829,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,1,FBA4F860
6446,6447d6420
GCA_002222215.1_Cryp_neof_grubii_A5-35-17_V1,Cryptococcus neoformans A5-35-17,A5-35-17,PRJNA174563;PRJNA174567;PRJNA176382;PRJNA384983,1230080,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,1,F1C57388
GCA_002220445.1_Cryp_neof_AD1_7a_V1,Cryptococcus neoformans AD1-7a,AD1-7a,PRJNA174539;PRJNA174567;PRJNA176382;PRJNA384983,1230056,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,1,F488E6B6
GCA_002215705.1_Cryp_neof_Bt1_V1,Cryptococcus neoformans Bt1,Bt1,PRJNA174556;PRJNA174567;PRJNA176382,1295830,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,1,F3C9D624
GCA_002234625.1_Cryp_neof_Bt63_V1,Cryptococcus neoformans Bt63,Bt63,PRJNA174558;PRJNA174567;PRJNA176382,1295841,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,1,FEA7B9FB
GCA_002215825.1_Cryp_neof_C23_V1,Cryptococcus neoformans C23,C23,PRJNA174538;PRJNA174567;PRJNA176382,1295831,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,1,F034BC1F
GCA_002222385.1_Cryp_neof_Ze90_1_V1,Cryptococcus neoformans Ze90-1,Ze90-1,PRJNA174561;PRJNA174567;PRJNA176382;PRJNA384983,1230078,dikarya,Basidiomycota,,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans,1,F23F12B1
GCA_018344435.1_ASM1834443v1,Cyberlindnera jadinii,NRRL Y-1542,PRJNA647756,4903,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera jadinii,1,F51648AF
GCA_980650995.1_TUCC00000381,Debaryomyces hansenii,,PRJEB108195,4959,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Debaryomyces,Debaryomyces hansenii,12,F8246967
GCA_026119975.1_ASM2611997v1,Didymella exigua,CBS 183.55,PRJNA827019,100019,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Didymella,Didymella exigua,1,FED18BE8
GCF_000146465.1_ASM14646v1,Encephalitozoon intestinalis ATCC 50506,ATCC 50506,PRJNA42703,876142,microsporidia,Microsporidia,,,,,Unikaryonidae,Encephalitozoon,Encephalitozoon intestinalis,1,F8309092
GCA_000315255.1_B14_02,Fusarium fujikuroi B14,B14,PRJNA171493,1215603,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi,1,F58EA326
GCA_014324445.1_ASM1432444v1,Fusarium oxysporum,Fo47,PRJNA587975,5507,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,1,F1CA8C9C
GCA_014154955.1_SMRT_HiC_Fo5176,Fusarium oxysporum f. sp. conglutinans,Fo5176,PRJNA644771,100902,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,1,F21A4C90
GCA_000222805.1_FOB1,Fusarium oxysporum f. sp. conglutinans Fo5176,Fo5176,PRJNA68027,660025,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,1,FF7FA8E1
9007,9008d8967
GCA_001702495.1_Foc013,Fusarium oxysporum f. sp. cucumerinum,Foc013,PRJNA306247,5508,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,1,F69BC088
GCA_001702575.1_Foc015,Fusarium oxysporum f. sp. cucumerinum,Foc015,PRJNA306247,5508,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,1,F887A637
GCA_001702555.1_Foc021,Fusarium oxysporum f. sp. cucumerinum,Foc021,PRJNA306247,5508,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,1,FD9C9716
GCA_001703305.1_Fom010,Fusarium oxysporum f. sp. melonis,Fom010,PRJNA306247,61369,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,1,F793F744
9206,9207d9162
GCA_001702715.1_Fon019,Fusarium oxysporum f. sp. niveum,Fon019,PRJNA306247,120297,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,1,F57B4231
GCA_001702805.1_Fon020,Fusarium oxysporum f. sp. niveum,Fon020,PRJNA306247,120297,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum,1,F39FB78F
GCF_000149555.1_ASM14955v1,Fusarium verticillioides 7600,7600,PRJNA15553;PRJNA176382,334819,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Fusarium,Fusarium verticillioides,1,FB1CE40B
GCF_000145635.1_Gae_graminis_V2,Gaeumannomyces tritici R3-111a-1,R3-111a-1,PRJNA37931,644352,dikarya,Ascomycota,,Sordariomycetes,,Magnaporthales,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces tritici,1,FF8A59F7
GCA_018343885.1_ASM1834388v1,Hyphopichia burtonii,NRRL Y-1933,PRJNA647756,717740,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Hyphopichia,Hyphopichia burtonii,12,F373AAF9
GCF_001417885.1_Kmar_1.0,Kluyveromyces marxianus DMKU3-1042,DMKU3-1042,PRJDA65233,1003335,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces marxianus,1,FD77BC20
GCA_900234805.1_PP2_HC,Komagataella phaffii,,PRJEB23195,460519,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Komagataella,Komagataella phaffii,1,FDFE7BE3
GCA_030569935.1_ASM3056993v1,Lachancea kluyveri,NRRL Y-12651,PRJNA736342,4934,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea kluyveri,1,F59D221A
GCA_030556305.1_ASM3055630v1,Lipomyces starkeyi,NRRL Y-11557,PRJNA736342,29829,dikarya,Ascomycota,,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces starkeyi,1,F85441D7
GCF_000149685.1_ASM14968v1,Lodderomyces elongisporus NRRL YB-4239,NRRL YB-4239,PRJNA12899,379508,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Lodderomyces,Lodderomyces elongisporus,12,F36CBA15
GCA_003708635.2_ASM370863v2,Magnusiomyces tetraspermus NRRL Y-7288,NRRL Y-7288,PRJNA429441,1294638,dikarya,Ascomycota,,Dipodascomycetes,,Dipodascales,Dipodascaceae,Magnusiomyces,Magnusiomyces tetraspermus,1,F49AB0BC
GCF_000181695.2_ASM18169v2,Malassezia globosa CBS 7966,CBS 7966,PRJNA18719,425265,dikarya,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,1,F1479337
GCA_000169275.1_ASM16927v1,Malassezia restricta CBS 7877,CBS 7877,PRJNA18721,425264,dikarya,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia restricta,1,FF4BF38A
GCA_001264925.1_ASM126492v1,Malassezia sympodialis,ATCC 42132,PRJNA286710,76777,dikarya,Basidiomycota,,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis,1,F2293CF6
GCA_000591435.1_MR2010_11_27,Metarhizium robertsii,ARSEF 2575,PRJNA230500,568076,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium robertsii,1,FCB3CF47
GCA_030570515.1_ASM3057051v1,Metschnikowia bicuspidata var. bicuspidata,NRRL YB-4993,PRJNA736342,280587,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata,1,FCBE7EC2
GCF_000149425.1_ASM14942v1,Meyerozyma guilliermondii ATCC 6260,ATCC 6260,PRJNA12729,294746,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,12,F4784889
GCA_051943505.2_ASM5194350v2,Microsporum canis,CBS 113480,PRJNA1260449,63405,dikarya,Ascomycota,,Eurotiomycetes,,Onygenales,Arthrodermataceae,Microsporum,Microsporum canis,1,FA1EACF1
GCA_000240685.2_ASM24068v2,Mortierella alpina ATCC 32222,ATCC 32222,PRJNA41211,685557,mucoromycota,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Mortierella,Mortierella alpina,1,F5ED1520
GCA_001638945.1_Mucci2,Mucor lusitanicus CBS 277.49,CBS 277.49,PRJNA46717,747725,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor lusitanicus,1,FEA16514
GCA_001046915.1_ASM104691v1,Nakaseomyces nivariensis CBS 9983,CBS 9983,PRJEB148,1279115,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces nivariensis,1,F46FAB1F
GCF_000150735.1_Paracocci_br_Pb18_V2,Paracoccidioides brasiliensis Pb18,Pb18,PRJNA28733,502780,dikarya,Ascomycota,,Eurotiomycetes,,Onygenales,Ajellomycetaceae,Paracoccidioides,Paracoccidioides brasiliensis,1,FD6225C6
GCF_000150705.2_Paracocci_br_Pb01_V2,Paracoccidioides lutzii Pb01,Pb01,PRJNA28731,502779,dikarya,Ascomycota,,Eurotiomycetes,,Onygenales,Ajellomycetaceae,Paracoccidioides,Paracoccidioides lutzii,1,FE119E8D
GCF_000146915.1_ASM14691v2,Parastagonospora nodorum SN15,SN15,PRJNA13754,321614,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora nodorum,1,FB879AE7
GCA_030573715.1_ASM3057371v1,Pichia membranifaciens,NRRL Y-2026,PRJNA736342,4926,dikarya,Ascomycota,,Pichiomycetes,,Pichiales,Pichiaceae,Pichia,Pichia membranifaciens,1,FF451A5F
GCA_000827275.1_Pisolithus_microcarpus_441_v1.0,Pisolithus microcarpus 441,441,PRJNA60815,765257,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus,1,F27F193B
GCA_000827335.1_Pisolithus_tinctorius_Marx_270_v1.0,Pisolithus tinctorius Marx 270,Marx 270,PRJNA207840,870435,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Pisolithaceae,Pisolithus,Pisolithus tinctorius,1,F7553F42
GCA_900465115.1_NZT4_Genome_assembly,Plenodomus lingam-Leptosphaeria maculans brassicae group,,PRJEB24469,225342,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Leptosphaeriaceae,Plenodomus,Plenodomus lingam,1,FFED0B04
GCF_000184105.1_Geom_destructans_V1,Pseudogymnoascus destructans 20631-21,20631-21,PRJNA167910;PRJNA39257,658429,dikarya,Ascomycota,,Leotiomycetes,,Thelebolales,Thelebolaceae,Pseudogymnoascus,Pseudogymnoascus destructans,1,F6294D8C
GCA_002920065.1_ASM292006v1,Puccinia striiformis,93-210,PRJNA422914,27350,dikarya,Basidiomycota,,Pucciniomycetes,,Pucciniales,Pucciniaceae,Puccinia,Puccinia striiformis,1,FEB70AD6
16584,16585d16510
GCA_977071145.1_KE493_assembly,Pyricularia oryzae 70-15,,PRJEB96956,242507,dikarya,Ascomycota,,Sordariomycetes,,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia oryzae,1,F092D976
GCF_000002495.2_MG8,Pyricularia oryzae 70-15,70-15,PRJNA13840,242507,dikarya,Ascomycota,,Sordariomycetes,,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia oryzae,1,F4BF9E30
GCA_000498135.1_FJ81278_genome_assembly,Pyricularia oryzae FJ81278,FJ81278,PRJNA209870,1405378,dikarya,Ascomycota,,Sordariomycetes,,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia oryzae,1,F6F1552B
GCA_002885995.1_ASM288599v1,Saccharomyces cerevisiae,CEN.PK113-7D,PRJNA398797,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F4C24B3C
GCA_015251915.1_ASM1525191v1,Saccharomyces cerevisiae,PW5,PRJNA637093,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F2792DC6
GCA_000091065.2_ASM9106v2,Saccharomyces cerevisiae,S288C,PRJNA13838,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F7745F1B
18088,18089d18008
GCA_019394095.1_ASM1939409v1,Saccharomyces cerevisiae,T7,PRJNA412468,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3F253E7
GCA_019394065.1_ASM1939406v1,Saccharomyces cerevisiae,T73,PRJNA412468,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F6B34E0C
GCA_015251945.1_ASM1525194v1,Saccharomyces cerevisiae,UC5,PRJNA637093,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3091693
GCA_040167635.1_ASM4016763v1,Saccharomyces cerevisiae,VL3,PRJNA704095,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FD82F6AF
GCA_000766475.2_ASM76647v2,Saccharomyces cerevisiae,W303,PRJNA260311,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F9170C9E
18191,18193d18106
GCA_019393615.1_ASM1939361v1,Saccharomyces cerevisiae,YJM975,PRJNA412468,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F235C180
GCA_019393625.1_ASM1939362v1,Saccharomyces cerevisiae,YJM978,PRJNA412468,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FC268C41
GCA_025434895.1_ASM2543489v1,Saccharomyces cerevisiae,YJM981,PRJNA552112,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FE095914
GCA_015251875.1_ASM1525187v1,Saccharomyces cerevisiae,YPS1009,PRJNA637093,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F6585EE0
GCA_000766175.2_ASM76617v2,Saccharomyces cerevisiae,YPS163,PRJNA260311,4932,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F1382E35
GCA_000192455.1_Saccharomyces_cerevisiae_CBS7960-2.0,Saccharomyces cerevisiae CBS 7960,CBS 7960,PRJNA60391;PRJNA62061,929587,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F3E7D858
18402,18404d18311
GCA_000192555.1_Saccharomyces_cerevisiae_CLIB215-2.0,Saccharomyces cerevisiae CLIB215,CLIB215,PRJNA60143;PRJNA62061,464025,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F7D9DDC2
GCA_000192495.1_Saccharomyces_cerevisiae_CLIB324-2.0,Saccharomyces cerevisiae CLIB324,CLIB324,PRJNA60415;PRJNA62061,929629,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F4D30526
GCA_000209345.1_Saccharomyces_cerevisiae_CLIB382-1.0,Saccharomyces cerevisiae CLIB382,CLIB382,PRJNA60145;PRJNA62061,947035,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F63FB9C5
GCA_000192535.1_Saccharomyces_cerevisiae_FL100-1.0,Saccharomyces cerevisiae FL100,FL100,PRJNA60147;PRJNA62061,947036,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F02820CC
GCA_011393195.1_ASM1139319v1,Saccharomyces cerevisiae I14,I14,PRJNA60149;PRJNA62061,947037,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FEA927FA
GCA_000182075.2_ASM18207v2,Saccharomyces cerevisiae M22,M22,PRJNA28815,538975,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F5BA57E3
GCA_013368665.1_ASM1336866v1,Saccharomyces cerevisiae NC-02,NC-02,PRJNA60169;PRJNA62061,947038,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F5312379
GCA_905220315.1_ScPE_H4_f,Saccharomyces cerevisiae PE-2,,PRJEB31792,1220494,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FD14D3E8
18434,18435d18335
GCA_000149365.1_ASM14936v1,Saccharomyces cerevisiae RM11-1a,RM11-1a,PRJNA13674,285006,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FE1A879D
GCA_982319345.1_MCF_Y1,Saccharomyces cerevisiae S288C,,PRJEB105405,559292,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FDA7980F
18446,18447d18345
GCA_000192375.1_Saccharomyces_cerevisiae_Y10-2.0,Saccharomyces cerevisiae Y10,Y10,PRJNA60201;PRJNA62061,462210,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,FB5B954E
GCA_011393275.1_ASM1139327v1,Saccharomyces cerevisiae Y12,Y12,PRJNA60203;PRJNA62061,471861,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F84ACD1F
GCA_000192515.1_Saccharomyces_cerevisiae_YJM269-2.0,Saccharomyces cerevisiae YJM269,YJM269,PRJNA60389;PRJNA62061,929586,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,1,F11857EB
18669,18670d18565
GCA_000166975.1_ASM16697v1,Saccharomyces mikatae IFO 1815,IFO 1815,PRJNA374,226126,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces mikatae,1,F3D7FFE6
GCF_947241705.1_Smik-IFO1815,Saccharomyces mikatae IFO 1815,IFO1815,PRJEB57075,226126,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces mikatae,1,FA6ADBE6
GCA_013180785.1_ASM1318078v1,Saccharomyces pastorianus,CBS 1513,PRJNA522928,27292,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces pastorianus,1,F49439C5
GCF_000149845.2_SJ5,Schizosaccharomyces japonicus yFS275,yFS275,PRJNA13640,402676,dikarya,Ascomycota,,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces japonicus,1,FDB9AEBC
GCA_030579515.1_ASM3057951v1,Spathaspora passalidarum,NRRL Y-27907,PRJNA736342,340170,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Spathaspora,Spathaspora passalidarum,12,F3878796
GCA_030544465.1_ASM3054446v1,Suhomyces tanzawaensis,NRRL Y-17324,PRJNA736342,46583,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Suhomyces,Suhomyces tanzawaensis,12,F0066051
GCA_937900895.1_SRR4028141_bin.99_CONCOCT_v1.1_MAG,Thermochaetoides thermophila,,PRJEB51072;PRJEB51083,209285,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Thermochaetoides,Thermochaetoides thermophila,1,F67B62D9
GCA_030579835.1_ASM3057983v1,Tortispora caseinolytica,NRRL Y-17796,PRJNA736342,51930,dikarya,Ascomycota,,Trigonopsidomycetes,,Trigonopsidales,Trigonopsidaceae,Tortispora,Tortispora caseinolytica,1,FF80F669
